names,date,score,genre,country
Marvel Studios Assembled: The Making of Black Panther: Wakanda Forever,2/8/2023,68,Documentary,US
Homefront,11/12/2013,69,"Action, Thriller",AU
Arthur and the Invisibles,5/7/2007,64,"Adventure, Fantasy, Animation, Family",AU
Mission: Possible,2/17/2021,76,"Comedy, Action, Thriller",KR
The Dictator,5/15/2012,62,Comedy,AU
The Unforgivable,11/24/2021,75,"Drama, Crime",US
16-Aug-47,4/7/2023,0,Comedy,IN
The Exorcist III,8/17/1990,62,"Horror, Mystery",US
Meet Cute,9/21/2022,58,"Comedy, Romance, Science Fiction",US
Lamborghini: The Man Behind the Legend,11/18/2022,59,"Drama, History",US
Starship Troopers,2/5/1998,70,"Adventure, Action, Thriller, Science Fiction",AU
The Rugrats Movie,11/20/1998,62,"Family, Animation, Comedy, Adventure",US
Frozen Fever,3/9/2015,68,"Animation, Family, Adventure, Comedy",AU
Poltergeist,5/21/2015,52,Horror,AU
Poltergeist,5/21/2015,52,Horror,AU
Case 39,11/5/2009,63,"Horror, Mystery, Thriller",AU
Intergalactic Meeting,9/22/2022,55,"Adventure, Science Fiction, Comedy",BR
Inuyasha the Movie 4: Fire on the Mystic Island,12/23/2004,76,"Fantasy, Animation, Adventure",JP
A Star Is Born,10/18/2018,75,"Music, Drama, Romance",AU
The Hallow,11/13/2015,57,"Fantasy, Horror",IE
Soul Surfer,5/26/2011,70,"Family, Drama",AU
Dark Shadows,5/10/2012,60,"Comedy, Fantasy",AU
Red Riding Hood,3/24/2011,60,"Fantasy, Thriller, Horror",AU
Ki Main Jhoot Boleya,3/24/2023,0,"Romance, Comedy",IN
Spider-Man 2,6/30/2004,72,"Action, Adventure, Fantasy",AU
Casino,3/7/1996,80,"Crime, Drama",AU
The Sorcerer's Apprentice,9/9/2010,61,"Fantasy, Adventure, Action",AU
Rascal Does Not Dream of a Dreaming Girl,10/10/2019,82,"Animation, Comedy, Romance, Drama, Fantasy",AU
Platoon,3/5/1987,77,"Drama, War, Action",AU
The Heist of the Century,1/16/2020,78,"Comedy, Thriller, Crime",AR
Powder,2/8/1996,69,"Drama, Fantasy, Science Fiction, Thriller",AU
The Spiderwick Chronicles,3/21/2008,66,"Family, Adventure, Fantasy",AU
Mavka: The Forest Song,4/6/2023,75,"Fantasy, Animation, Adventure, Family",AU
The Descent: Part 2,4/27/2010,59,"Adventure, Horror, Thriller",US
The Animal,8/2/2001,51,Comedy,AU
Causeway,10/28/2022,67,Drama,US
Pushpa: The Rise - Part 1,12/17/2021,74,"Action, Drama, Thriller",IN
Charlie's Angels,11/24/2000,58,"Action, Adventure, Comedy, Crime, Thriller",AU
Collide,8/5/2022,54,"Thriller, Drama, Crime",US
Cult of Chucky,10/3/2017,58,"Horror, Thriller",US
Primer,8/25/2005,68,"Science Fiction, Drama, Thriller",AU
Nausicaä of the Valley of the Wind,7/8/2004,79,"Adventure, Animation, Fantasy",AU
The Theory of Everything,1/29/2015,79,"Drama, Romance",AU
Lord of War,2/2/2006,73,"Crime, Drama, Thriller",AU
Memories of Murder,5/2/2003,81,"Crime, Drama, Thriller",KR
Creation,9/25/2009,64,"Drama, History",GB
Dragons: Gift of the Night Fury,11/15/2011,71,"Animation, Comedy, Adventure, Family",US
What Men Want,2/8/2019,62,"Comedy, Romance",AU
Sex with Love,3/27/2003,66,"Comedy, Romance",US
Midnight Sun,3/23/2018,78,"Romance, Drama",AU
Dragonheart: Vengeance,2/4/2020,69,"Fantasy, Action, Adventure",US
The Experiment,7/15/2010,64,"Thriller, Drama",US
Red Tails,1/20/2012,65,"Drama, Action, Adventure, History, War",US
The Girl Who Leapt Through Time,5/24/2008,78,"Fantasy, Animation, Drama, Science Fiction",AU
Halo: Nightfall,2/5/2014,70,Science Fiction,US
10 Cloverfield Lane,3/10/2016,70,"Thriller, Science Fiction, Drama, Horror",AU
Baise-moi,6/28/2000,49,"Crime, Drama, Romance, Thriller",FR
The Sensuous Nurse,12/19/1975,55,Comedy,IT
CHiPS,3/24/2017,61,"Action, Comedy, Crime",US
The Nun,11/3/2005,55,"Horror, Mystery",ES
The Warrior's Way,1/26/2011,66,"Adventure, Fantasy, Action, Western, Thriller",AU
Security,8/4/2017,62,"Action, Thriller, Crime",US
Gone with the Wind,5/1/1940,80,"Drama, War, Romance",AU
Berserk: The Golden Age Arc III - The Advent,5/12/2014,77,"Action, Adventure, Drama, Fantasy, Animation",AU
Pet Sematary,4/21/1989,66,"Horror, Drama",US
Pet Sematary,4/21/1989,66,"Horror, Drama",US
Patriots Day,12/12/2016,70,"Action, Crime, Drama, History, Thriller",AU
Warm Bodies,4/11/2013,64,"Horror, Comedy, Romance",AU
The Princess,8/11/2022,70,"Documentary, History",AU
The Amityville Horror,4/14/2005,61,Horror,AU
A.I. Artificial Intelligence,9/13/2001,70,"Drama, Science Fiction, Adventure",AU
Scars 2,2/1/2007,84,Drama,MX
Young Sister-in-Law 5,11/20/2019,66,Romance,KR
Chained Heat,5/27/1983,52,"Action, Crime, Drama, Thriller",US
Female Urologists 3,12/3/2020,35,"Drama, Romance",KR
Dr. No,5/6/1963,70,"Adventure, Action, Thriller",AU
The Underground Banker,1/22/1994,55,Drama,HK
Tad the Lost Explorer and the Secret of King Midas,8/25/2017,66,"Animation, Adventure, Comedy, Family",ES
National Lampoon's Vacation,10/20/1983,71,"Comedy, Adventure",AU
Female Hostel 2,3/22/2018,15,"Romance, Drama",KR
Inkheart,4/2/2009,63,"Adventure, Family, Fantasy",AU
Re:ZERO -Starting Life in Another World- The Frozen Bond,11/8/2019,77,"Animation, Drama, Thriller, Fantasy",JP
Transformers: Revenge of the Fallen,6/24/2009,62,"Science Fiction, Action, Adventure",AU
Swingers Party with My Friend,11/10/2019,58,Romance,KR
The Last Exorcism Part II,3/1/2013,47,"Horror, Thriller",US
Guy Ritchie's The Covenant,4/21/2023,0,"Action, Drama, War",US
The Cursed,2/18/2022,69,"Horror, Fantasy, Mystery",US
Step-Brother 2,11/6/2018,56,Romance,KR
Shot Caller,11/30/2017,69,"Crime, Drama, Thriller",AU
The Dreamers,9/1/2003,72,"Drama, Romance",US
Cherry,3/12/2021,74,"Drama, Crime",AU
Cheaper by the Dozen,3/18/2022,65,"Family, Comedy",AU
Source Code,5/5/2011,73,"Thriller, Science Fiction, Mystery",AU
The Mist,11/21/2007,69,"Horror, Science Fiction, Thriller",US
Friday the 13th Part VI: Jason Lives,8/1/1986,62,"Horror, Mystery, Thriller",US
Jokyoshi Nikki 2 Abakareta Sei,6/13/1996,0,,JP
A Christmas Carol,11/5/2009,69,"Animation, Family, Drama, Fantasy",AU
High School Musical 2,8/17/2007,65,"Comedy, Drama, Family, Music, Romance, TV Movie",US
Air,10/28/2015,49,"Science Fiction, Thriller",AU
Batman Beyond: Return of the Joker,12/12/2000,73,"Animation, Family, Action, Science Fiction",US
Get Smart With Money,9/6/2022,62,Documentary,US
Deep Impact,6/18/1998,62,"Action, Drama, Science Fiction",AU
Mother's Job,7/27/2017,38,"Romance, Drama",KR
Operation Red Sea,2/23/2018,71,"Action, Thriller, War, Drama",AU
The Noel Diary,11/24/2022,64,"Romance, Comedy, Drama",US
Fucking Different XXX,2/8/2012,72,Drama,DE
The Babysitters,5/9/2008,59,Drama,US
Kimetsu Orchestra Concert,8/25/2021,81,Music,JP
Bao,6/15/2018,76,"Animation, Family, Fantasy",US
Blackhat,5/13/2015,55,"Crime, Thriller, Action",AU
365 Days,6/9/2020,71,"Romance, Drama",AU
Avengers Grimm,3/17/2015,40,"Action, Fantasy",US
Lethal Weapon,5/28/1987,73,"Adventure, Action, Comedy, Thriller, Crime",AU
One Piece: Clockwork Island Adventure,3/3/2001,70,"Action, Animation, Adventure",JP
They/Them,7/24/2022,51,"Horror, Thriller",US
Hellraiser,10/22/1987,69,"Horror, Thriller",AU
School of Rock,2/6/2004,71,"Comedy, Music, Family",AU
Turbo: A Power Rangers Movie,3/27/1997,58,"Action, Adventure, Family, Fantasy, Science Fiction",US
Gone in Sixty Seconds,8/6/2000,64,"Action, Crime, Thriller",AU
The Empire of Corpses,10/2/2015,60,"Animation, Mystery, Horror, Science Fiction",JP
Unhinged,7/30/2020,64,"Action, Thriller",AU
Batman Forever,6/29/1995,54,"Action, Crime, Fantasy",AU
Woman with Pierced Nipples,4/15/1983,44,Drama,JP
Home Alone 4,11/3/2002,45,"Comedy, Family, TV Movie",US
Brokeback Mountain,1/26/2006,78,"Drama, Romance",AU
Get the Gringo,5/24/2012,65,"Action, Thriller, Crime, Drama",AU
Big Stan,6/6/2007,65,Comedy,US
Pitch Perfect 2,5/7/2015,69,"Comedy, Music",AU
The Day of Swapping,7/10/2017,49,Romance,KR
Leprechaun: Back 2 tha Hood,12/30/2003,52,"Horror, Comedy",US
Curse of the Blair Witch,7/11/1999,61,"Horror, Thriller",US
Paddington,11/24/2014,71,"Comedy, Adventure, Family",AU
Secretary,9/20/2002,68,"Comedy, Drama, Romance",US
Collateral,10/14/2004,72,"Drama, Crime, Thriller",AU
The Portable Door,3/23/2023,63,"Fantasy, Adventure, Comedy",AU
Sputnik,4/23/2020,65,"Science Fiction, Drama, Horror",RU
Remember Me,3/12/2010,71,"Drama, Romance",US
Hidden Desire,11/15/1991,40,"Romance, Drama",HK
Killing Me Softly,6/21/2002,55,Thriller,GB
Skyscraper,7/12/2018,63,"Action, Thriller",AU
The Protector 2,10/23/2013,60,Action,TH
Creed,1/1/2010,80,Horror,US
Indecent Woman,9/18/1999,45,"Thriller, Crime",HK
The Bodyguard,1/14/1993,67,"Thriller, Action, Drama, Music, Romance",AU
The Art of Racing in the Rain,9/26/2019,82,"Drama, Romance, Comedy",AU
Is It Wrong to Try to Pick Up Girls in a Dungeon?: Arrow of the Orion,2/15/2019,78,"Action, Adventure, Comedy, Fantasy, Romance, Animation",JP
Rape Zombie: Lust of the Dead 4,8/2/2014,68,Horror,JP
Ravenous,10/20/2017,59,"Horror, Drama, Science Fiction",CA
42,5/1/2013,71,Drama,AU
A Few Good Men,12/17/1992,75,Drama,AU
Friday the 13th Part 2,5/1/1981,61,"Horror, Thriller",US
Lawless,9/3/2012,70,"Crime, Drama, Western",AU
Barbie & Chelsea: The Lost Birthday,3/27/2021,71,Animation,AU
The Raid 2,3/28/2014,76,"Action, Crime, Thriller",AU
Y Tu Mamá También,6/8/2001,74,"Drama, Romance",MX
Tokyo Ghoul,7/29/2017,70,"Action, Drama, Thriller",JP
Father There Is Only One 2,7/29/2020,75,"Comedy, Family",ES
Porno,7/27/2013,57,Drama,PH
The Last Survivors,6/12/2014,63,"Horror, Thriller, Action",US
Johnny English Reborn,10/7/2011,62,"Crime, Adventure, Action, Comedy, Thriller",AU
Hollow Man,8/24/2000,59,"Action, Science Fiction, Thriller",AU
Allegiant,4/14/2016,61,"Adventure, Science Fiction, Action, Mystery",AU
Covet: Island of Desire,5/4/2017,42,Romance,KR
Outcast,2/27/2015,51,Action,US
Saga of Tanya the Evil: The Movie,2/8/2019,81,"Animation, Action, War, Fantasy",JP
Kronk's New Groove,11/12/2005,64,"Animation, Comedy, Family",AU
El Camino: A Breaking Bad Movie,10/11/2019,69,"Crime, Drama, Thriller, Action",AU
Tokyo Revengers,7/9/2021,79,"Action, Drama",JP
Adultery Alumni Association 2,2/18/2019,77,"Drama, Romance",KR
Fat Ass Zombies,2/18/2020,51,"Horror, Comedy",US
Tubero,10/21/2022,58,Drama,PH
The Golden Compass,12/12/2007,60,"Adventure, Fantasy",AU
Dual,4/15/2022,61,"Science Fiction, Comedy",US
The Wonderful Summer of Mickey Mouse,7/8/2022,63,"Animation, Comedy",AU
The Boy,1/22/2016,59,"Horror, Thriller, Mystery",US
Girl in the Picture,7/6/2022,73,Documentary,US
Bambi II,5/26/2006,65,"Animation, Drama, Family",AU
Another Cinderella Story,4/29/2009,68,"Comedy, Music",AU
The Day the Earth Stood Still,12/17/2008,56,"Drama, Science Fiction, Thriller",AU
The Day the Earth Stood Still,12/17/2008,56,"Drama, Science Fiction, Thriller",AU
Fantastic Mr. Fox,1/1/2010,78,"Adventure, Animation, Comedy, Family",AU
Bordello of Blood,8/16/1996,59,"Horror, Comedy",US
Virgin Territory,12/17/2007,45,"Adventure, Action, Comedy, Romance",US
Star Trek: The Motion Picture,12/21/1979,65,"Science Fiction, Adventure, Mystery",AU
Dilwale Dulhania Le Jayenge,8/7/2007,86,"Comedy, Drama, Romance",AU
Unforgiven,2/11/1993,79,Western,AU
The Human Centipede 3 (Final Sequence),6/24/2015,37,Horror,AU
Showroom,11/11/2022,60,"Drama, Thriller",PH
Ghostbusters II,8/15/1989,65,"Comedy, Fantasy",AU
Primeval,1/12/2007,61,"Adventure, Horror",US
Justice League vs. Teen Titans,3/29/2016,74,"Science Fiction, Action, Animation, Adventure, Comedy",AU
Surviving Paradise: A Family Tale,3/3/2022,70,Documentary,GB
Mortal Kombat,12/26/1995,58,"Action, Fantasy",AU
Mortal Kombat,12/26/1995,58,"Action, Fantasy",AU
The Scorpion King 3: Battle for Redemption,1/17/2012,45,"Action, Adventure, Fantasy, Drama",AU
Step Up All In,8/18/2014,68,"Romance, Drama, Music",AU
Inuyasha the Movie: Affections Touching Across Time,12/15/2001,77,"Action, Animation, Adventure, Fantasy",JP
Jason X,4/26/2002,48,"Horror, Science Fiction",US
Mighty Morphin Power Rangers: The Movie,6/30/1995,58,"Action, Adventure, Science Fiction, Fantasy",US
Cinderella,9/3/2021,64,"Fantasy, Romance, Comedy",AU
Cinderella,9/3/2021,64,"Fantasy, Romance, Comedy",AU
A Cinderella Story: If the Shoe Fits,8/16/2016,72,"Comedy, Family, Fantasy, Music",AU
Naruto to Boruto: The Live 2019,5/5/2019,75,Animation,JP
Descendants of Adultery,9/30/2016,47,Romance,KR
The Sorcerer and the White Snake,9/29/2011,64,"Action, Fantasy",HK
The Ridiculous 6,12/11/2015,52,"Western, Comedy",US
Police Story,1/1/1986,75,"Action, Crime, Thriller",AU
Red Dawn,11/29/2012,57,"Action, Thriller",AU
Return to the Blue Lagoon,8/2/1991,63,"Adventure, Drama",US
The Tourist,12/26/2010,62,"Action, Thriller, Romance",AU
Sex and Zen,11/30/1991,57,"Drama, Adventure, Comedy, Romance",HK
30 Miles from Nowhere,11/24/2018,45,"Horror, Comedy",AU
Cold Pursuit,2/7/2019,57,"Action, Crime, Thriller",AU
The Killing of a Sacred Deer,11/3/2017,70,"Drama, Thriller, Mystery",AU
The Babadook,5/22/2014,65,"Drama, Horror",AU
Dirty Dancing,1/7/1988,74,"Drama, Music, Romance",AU
Jan Dara: The Beginning,9/6/2012,55,"Drama, Romance",TH
Airplane!,12/12/1980,73,Comedy,AU
Captain Underpants: The First Epic Movie,6/2/2017,62,"Action, Animation, Comedy, Family",US
Jason Isbell: Running With Our Eyes Closed,4/7/2023,0,"Documentary, Music",US
Containment,7/9/2015,60,"Thriller, Horror, Science Fiction",GB
Rock Dog 2: Rock Around the Park,12/11/2021,67,"Animation, Comedy, Music, Family",CN
Crystal Skulls,9/6/2014,50,"Adventure, Science Fiction, TV Movie, Horror, Fantasy, Mystery",US
Exorcist II: The Heretic,6/17/1977,45,"Drama, Horror, Thriller",US
One True Loves,4/13/2023,55,"Romance, Drama, Comedy",AU
Contraband,1/12/2012,63,"Thriller, Action, Drama, Crime",AU
Remember the Titans,1/25/2001,76,Drama,AU
The Crow,6/10/1994,75,"Fantasy, Action, Thriller",AU
Mad Max 2,12/24/1981,74,"Adventure, Action, Thriller, Science Fiction",AU
Night of the Living Dead,10/19/1990,68,"Horror, Thriller",US
Night of the Living Dead,10/19/1990,68,"Horror, Thriller",US
Ice Age: The Great Egg-Scapade,3/20/2016,64,"Adventure, Animation, Comedy, Family, TV Movie",US
Amélie,12/26/2001,79,"Comedy, Romance",AU
The Book of Eli,4/15/2010,68,"Action, Thriller, Science Fiction",AU
Zombie Flesh Eaters,8/25/1979,66,Horror,IT
Quantum of Solace,10/31/2008,63,"Adventure, Action, Thriller, Crime",AU
Carrie,10/31/1976,73,"Horror, Thriller",US
Carrie,10/31/1976,73,"Horror, Thriller",US
Joseph of Nazareth,3/14/2000,60,"Drama, History",US
Running with the Devil: The Wild World of John McAfee,8/24/2022,66,Documentary,GB
Bicentennial Man,12/26/1999,72,"Science Fiction, Comedy, Drama",AU
Amores Perros,6/16/2000,76,"Drama, Thriller",MX
Paranormal Activity: Tokyo Night,11/20/2010,60,"Horror, Thriller",JP
Gnomeo & Juliet,2/17/2011,58,"Animation, Family",AU
Star Trek: Nemesis,2/6/2003,63,"Science Fiction, Action, Adventure, Thriller",AU
Bound,3/20/1997,72,"Drama, Thriller",AU
Evangelion: 3.0 You Can (Not) Redo,7/1/2013,73,"Animation, Science Fiction, Action, Drama",AU
Ocean's Twelve,12/9/2004,66,"Thriller, Crime",AU
Primal Fear,3/6/1996,76,"Crime, Drama, Mystery, Thriller",AU
The Foreigner,10/19/2017,69,"Action, Thriller",AU
Friday the 13th Part VII: The New Blood,5/13/1988,54,"Horror, Thriller",US
Dune,12/14/1984,62,"Action, Science Fiction, Adventure",AU
Dune,12/14/1984,62,"Action, Science Fiction, Adventure",AU
Pokémon: The Movie 2000,9/7/2000,67,"Adventure, Fantasy, Animation, Science Fiction, Family",AU
The Funeral Home,10/8/2020,46,Horror,ES
Folie à Famille,3/1/2023,60,"Comedy, Drama, Family",ES
Chasing Mavericks,10/26/2012,70,Drama,US
The Three Musketeers,10/14/2011,58,"Adventure, Action, Thriller",AU
Through My Window: Across the Sea,6/23/2023,0,"Romance, Drama",ES
Memento,11/6/2000,82,"Mystery, Thriller",AU
Slayers,10/21/2022,44,"Horror, Comedy, Fantasy",US
The Karate Kid Part II,7/31/1986,63,"Adventure, Drama, Action, Romance, Family",AU
Notting Hill,6/10/1999,73,"Romance, Comedy, Drama",AU
That Malicious Age,3/11/1975,66,"Drama, Romance",IT
The Ritual Killer,3/10/2023,59,"Action, Thriller",US
Beauty in Rope Hell,8/26/1983,54,Drama,JP
Bodies Bodies Bodies,9/15/2022,65,"Comedy, Horror, Mystery",AU
Piranha 3DD,6/1/2012,44,"Horror, Thriller, Comedy",US
One Piece Film: Z,9/15/2014,75,"Animation, Fantasy, Action, Adventure",AU
Only the Brave,9/22/2017,74,"Drama, Action, History",AU
Miranda,10/15/1985,52,"Comedy, Romance",IT
Sijjin 6,8/9/2019,56,Horror,TR
Robin Hood,2/1/2019,59,"Adventure, Action, Thriller",AU
Robin Hood,2/1/2019,59,"Adventure, Action, Thriller",AU
Neighbors 2: Sorority Rising,5/12/2016,58,Comedy,AU
Smurfs: The Lost Village,3/30/2017,63,"Family, Adventure, Animation, Comedy",AU
Dawn of the Dead,10/1/1985,75,Horror,AU
Dawn of the Dead,10/1/1985,75,Horror,AU
Big Brother,8/16/2018,76,"Action, Drama, Comedy",HK
The Outpost,2/1/2021,69,"War, Drama, History, Action",AU
Leprechaun Returns,12/11/2018,59,"Horror, Fantasy, Comedy",US
GoldenEye,11/23/1995,69,"Adventure, Action, Thriller",AU
Sex Doll,12/7/2016,58,"Drama, Thriller, Mystery",FR
Cinema Paradiso,12/26/1989,85,"Drama, Romance",AU
American History X,5/6/1999,84,Drama,AU
Viking Quest,10/7/2014,46,"Action, Adventure, Fantasy, TV Movie",CA
Code 8,12/24/2019,62,"Science Fiction, Action, Crime, Thriller, Drama",AU
Vacancy,12/19/2007,62,"Horror, Thriller",AU
Who Framed Roger Rabbit,7/12/1988,75,"Fantasy, Animation, Comedy, Crime",AU
Doblemente Embarazada 2,8/5/2022,74,Comedy,MX
On the Come Up,9/23/2022,59,"Drama, Music",US
Coming 2 America,3/5/2021,65,Comedy,AU
Liar Liar,6/12/1997,66,Comedy,AU
The Big Lebowski,4/9/1998,78,"Comedy, Crime",AU
Goodnight Mommy,9/16/2022,62,"Horror, Drama, Thriller",US
The Voyeurs,9/10/2021,67,Thriller,AU
Vasil,10/16/2022,64,"Comedy, Drama",PL
Mirreyes contra Godínez 2: El retiro,7/21/2022,75,Comedy,MX
Hannah Montana: The Movie,6/25/2009,66,"Comedy, Drama, Family, Music, Romance",AU
Veronica,8/25/2017,62,Horror,ES
Hostel: Part II,6/8/2007,58,Horror,US
Blockers,3/14/2018,63,Comedy,AU
National Lampoon's Christmas Vacation,11/30/1989,72,Comedy,AU
Noah's Ark,11/1/1928,60,"Drama, War",US
The Bridge Curse,2/27/2020,65,"Horror, Thriller, Mystery",TW
Friday the 13th Part VIII: Jason Takes Manhattan,7/28/1989,50,"Horror, Thriller",US
Pan,9/24/2015,60,"Fantasy, Adventure, Family, Action",AU
Hilda and the Mountain King,12/30/2021,75,"Animation, Adventure, Fantasy, Family, TV Movie",US
Born to Race: Fast Track,3/20/2014,66,Action,US
The First Time,1/23/2018,0,Romance,KR
21 Bridges,10/24/2019,68,"Crime, Action, Drama",AU
Call Jane,10/28/2022,66,"Drama, History",US
Sex and the Emperor,2/10/1994,42,"Drama, Comedy, Romance",HK
Dive,10/24/2022,71,Drama,MX
Into the White,1/3/2013,69,"War, Action, Drama",AU
Summer,1/20/2023,48,Drama,PH
She's the Man,3/17/2006,68,"Comedy, Drama, Romance",US
Lady and the Tramp,11/12/2019,73,"Family, Romance, Comedy",US
La Belle Verte,9/18/1996,72,Comedy,FR
Deliver Us from Evil,7/23/2014,62,"Thriller, Crime, Horror",AU
Last Shoot Out,12/3/2021,64,"Western, Action, Thriller",US
S.W.A.T.,11/27/2003,61,"Action, Thriller, Crime",AU
Emmanuelle in Hong Kong,6/6/2003,20,Drama,HK
Heaven & Earth,12/24/1993,67,"History, War, Action, Drama",US
Promising Young Woman,12/13/2020,75,"Thriller, Crime, Drama",AU
